text,label
Ya Allah lagi lagi musibah melulu Udh corona skrg banjir ,eyewitness
ha ah rumah makcik selalu banjir,eyewitness
huuuuaaa banjir lagi,eyewitness
skrng banjir ,eyewitness
Tapi gaisss ini tuh ga ujann loh semoga ga banjir tiba tiba ya allah,eyewitness
Lah banjir ,eyewitness
rumah selalu banjir,eyewitness
Ciyus ini gak ada hujan aja banjir,eyewitness
Lagi rumit gini kehidupan di tambah lagi siaga banjir ,eyewitness
Waduh sah banjir pak,eyewitness
ini banjir paling terparahh,eyewitness
Banjir terparah sih ini wkwkwk,eyewitness
Wadidaw tiba permai villa banjir,eyewitness
Ya Allah masa banjir lagi ,eyewitness
Banjir lagi ,eyewitness
Kenapa ada peringatan banjir malam ini,eyewitness
Sedih bgt yaAllah hidupku baru normal jangan banjir lagi,eyewitness
panik gara gara banjir,eyewitness
banjir skrng aman ,eyewitness
Jokja deras sampe banjir,eyewitness
ngungsi ke smp biar gk kena banjir,eyewitness
Sedang thujan jdi banjir nih,eyewitness
Banjir jgn bising,eyewitness
gmw rmhku banjir,eyewitness
banjir bencana,eyewitness
Cepat tanggap ya kalo denger banjir,eyewitness
Banjir rumah gw jig,eyewitness
kalau dayeuhkolot banjir kang,eyewitness
Beras basah kerendem banjir,eyewitness
udah banjir baru ngomong,eyewitness
Bencana Bencana banjir,eyewitness
Banjir donk,eyewitness
banjir bandang,eyewitness
Rumah aku banjir,eyewitness
jalur sapan banjir,eyewitness
Banjir nih,eyewitness
rumah gua banjir mah,eyewitness
Banjir di sini ,eyewitness
pagi gini banjir,eyewitness
Del ini serius banjir,eyewitness
cape bgt ini kna banjir,eyewitness
Rumah aku banjir,eyewitness
Banjir parah bgt sampe jalan rusak parah,eyewitness
jngan banjir pliss mau brngkat kerja,eyewitness
Nunggu reda takut banjir wkk,eyewitness
Yah banjir ,eyewitness
Mo bikin dalgona tapi mixernya kena banjir huhuhu,eyewitness
Jgnnn banjir,eyewitness
Wai kenapasi depan rumah penuh air anjir takut banjir suer,eyewitness
jakarta kerendem banjir,eyewitness
Woiii banjir wooiii,eyewitness
Banjir nih,eyewitness
Banjir bikin orang orang satu blok kumpul jam segini sambil cerita,eyewitness
Kehujanan terus banjir jadinya pulang gajadi kemah,eyewitness
komplek gw udah banjir,eyewitness
Banjir banjir,eyewitness
yah banjir,eyewitness
banjir kak,eyewitness
Banjir lg,eyewitness
makin banjir aja jatinangor,eyewitness
Gabisa tidur nyenyak kalo hujan deres angin kenceng gini rumah aing banjir weyy,eyewitness
ngapain di Jakarta kan lgi banjir wkwk,eyewitness
banjir dong,eyewitness
takut banjir kak ,eyewitness
Udah banjir itumah,eyewitness
Pusing banget ya Allah Listrik mati banjir pula,eyewitness
Hujan terus dingiiiinnn banjir lagi,eyewitness
Pantes Pacitan skrg banjir,eyewitness
banjir trs libur gr sklhnya dijadiin tmpt pengungsian,eyewitness
dah banjir ni,eyewitness
rumah ampe banjir,eyewitness
macet ditambah banjir ban kempes,eyewitness
Awas banjir,eyewitness
sudah banjir,eyewitness
Atiati banjir,eyewitness
banjir lagi loh tapi udah surut,eyewitness
Banjir parah woy,eyewitness
Samaaaa banget banjir pertama kali dan cuma sampai ruang tamu hehe ,eyewitness
kak banjir ,eyewitness
Bengkulu banjir,eyewitness
kena banjir,eyewitness
jakarta dikepung banjir ,eyewitness
ak takut banjir ,eyewitness
haru rumah saya banjir ni ,eyewitness
tak banjir,eyewitness
Banjir melanda ,eyewitness
Udah banjir,eyewitness
Banjir selutut paraaahh,eyewitness
Terjebak Banjir di Ciangsana,eyewitness
banjir di Bojongsoang Kab Bandung,eyewitness
bandung banjir lg,eyewitness
bisa banjir ini mah,eyewitness
Fakultas gw ya banjir aja tetep kuliah sedangan fakultas lain diliburin ,eyewitness
Duh makin banjir aja ini ,eyewitness
Kampung sg siput banjir pulok ni aduhhh naye betoi,eyewitness
Auto makin banjir,eyewitness
Rumah banjir untuk pertama kali Alhamdulillah cuma sampai ruang tamu ,eyewitness
Yawlah gue tadi workout nya malah ngeluarin air banjir dr teras wkwkwk,eyewitness
Aku peduli setiap hari ku terjebak banjir ,eyewitness
Disini kagak banjir,eyewitness
Banjir dek,eyewitness
jaktim dikirim banjir,eyewitness
Udh kek mau banjir siaga ,eyewitness
yes banjir senin libur yess,eyewitness
Banjir ,eyewitness
banjir mang banjiirr ,eyewitness
macet sm banjir ko dimana yak,eyewitness
Banjir dong ,eyewitness
sini bantuin kuras banjir,eyewitness
Hehe iya Walo banjir gapapa dah,eyewitness
udh pas ujan banjir mati lampu ampe skrg lengkap dah penderitaan gua wkwkwk ,eyewitness
Awas banjir,eyewitness
udu banjir,eyewitness
Njirr banjir dirumah kita kak,eyewitness
banjir serem dong ,eyewitness
Astaghfirullah gak hujan aja banjir bagaimana kalau hujannya ,eyewitness
Walaupun banjir tetap jualan bakpao bpknya ,eyewitness
Banjir ke moga baik semuanya,eyewitness
Banjir kang tidak bisa dilalui ,eyewitness
banjir dimanaa macet dimanaa hufff,eyewitness
Gak ada banjir Alhamdulillah,eyewitness
banjir kali,eyewitness
banjir gak surut surutttttttt,eyewitness
Wkwkwk banjir,eyewitness
Macet banjir panas,eyewitness
Banjir otw rumah mu,eyewitness
Banjir bandang,eyewitness
Banjir bgt menguras air mata Tapi anaknya lucuu parahhh ,eyewitness
Baru sadar aku Bangun lingkungan rumah dan kebonan pd banjir ampe sedengkul,eyewitness
Duuh banjir doong ,eyewitness
banjir banjir banjir ,eyewitness
nanti jam pagi mau keluar rumah gimana ya jalan rumahku banjir,eyewitness
punten kalo basah mah banjir di deket kosan saya,eyewitness
Bangun bangun banjir,eyewitness
dah dengar hampir banjir,eyewitness
belum tau aja akses jalan yg suka banjir ,eyewitness
Ya ampun banjir bgt mlem ini ,eyewitness
Biasanya karena macet jalanan pada banjir kan,eyewitness
Ditempat ak udh banjir hyung,eyewitness
Banjir,eyewitness
Baguslah biar banjir biar dirumah aja,eyewitness
banjir tuh,eyewitness
Uhuyyy banjir,eyewitness
Awas banjir ,eyewitness
Hujan banjir ,eyewitness
banjir om,eyewitness
pasti banjir lagi,eyewitness
Banjir rumah ku,eyewitness
BANJIR ANJIR,eyewitness
Dimana macet bun asli heran banget ada beberapa banjir juga pula,eyewitness
Aku lelah pulang kerja harus menerjang banjir,eyewitness
Tiati banjir ,eyewitness
Ayah bangun Banjir bandang yah,eyewitness
Banjir la rumah ni hujan lebat,eyewitness
Banjir woy wkwk,eyewitness
Mobil gua kerendam banjir,eyewitness
kaline banjir,eyewitness
Rumah aku mah anti banjir cuma aksesnya doang kalo mau keluar pada banjir haha,eyewitness
OM PMR Banjir,eyewitness
Antisipasi banjir ,eyewitness
hari ini banjir depan rumah,eyewitness
Kota gua banjir juga,eyewitness
Banjir kembali menggenangi beberapa daerah Lalu apakah masih tetap ,eyewitness
Aduh banjir,eyewitness
Banjir udah depan rumah,eyewitness
dirumahku banjir jugak,eyewitness
Mantap depan rumah saya tadi sempet banjir lokalan karang udah surut,eyewitness
banjir ,eyewitness
banjir kang,eyewitness
Jalanan banjir sinyal on off,eyewitness
Banjir lagi banjir lagi ,eyewitness
Plg dari kantor banjir,eyewitness
rumah ak aman banjir yg banjir kampus ak ,eyewitness
siapin ember takut rumah banjir,eyewitness
 banjir ,eyewitness
Ini hujan dr jam sampai skrg kok blm reda sih ntar kalo banjir gimana,eyewitness
Kayuagung jugo banjir,eyewitness
Ketika physical distancing Dan banjir datang bersamaan ,eyewitness
Hujan nya awet untung gak banjir,eyewitness
banjir bantuin pel,eyewitness
disini banjir tapi daerah jalan raya nya,eyewitness
banjir depan komplek,eyewitness
BANJIR JUMPA LAGI,eyewitness
depan rumah sakit banjir,eyewitness
Rumah banjir kucing ngajak ribut mulu dasar kucing emak ,eyewitness
wahhh bahaya banjir siaga ,eyewitness
drtd ujan trs banjir,eyewitness
sampe sekarang daerahku kena banjir ,eyewitness
MasyaAllah sampe banjir lagi,eyewitness
Bukan ujan lagi banjir kak,eyewitness
Kita lagi banjir bulan depan jangan ada yang mandi di sungai Begitulah kira kira ,eyewitness
Banjir Jakarta ternyata parah juga ,eyewitness
Samarinda udh banjir,eyewitness
asli banjir rumah gua,eyewitness
DAH BANJIR,eyewitness
Banjir ini auto jadi sarang corona,eyewitness
Banjir jalan bau selokan,eyewitness
semarang ujan ampe dpn rmh ak banjir,eyewitness
ini pulang semoga ga banjir,eyewitness
banjir dan mati listrik trus gk ada sinyal ,eyewitness
Hujan belum berhenti langit masih saja kelabu Berdoa semoga tidak banjir,eyewitness
Selamat sore Banjir lagiii,eyewitness
Plus banjir juga tinggi,eyewitness
hujannya awet banjir romahku,eyewitness
Banjir nih,eyewitness
Udah banjir,eyewitness
Rumah gua mah ga banjir ris wkwk,eyewitness
Jakarta banjir ,eyewitness
Wadaw ujannya gak udah banjir daaaaah,eyewitness
Iya nih hujannya belum berenti sebagian ada yg udh banjir juga njel,eyewitness
Udah tinggal becek aja sih gue juga masih sayang sepeda gue kalo banjir ,eyewitness
komplekku sudah ada blok yg banjir,eyewitness
Takut banjir,eyewitness
Alamak banjir,eyewitness
Ade gw minta nya novel tiap bulan ini banjir novelnya rusak semuanya,eyewitness
Ges banjir ges,eyewitness
iya jee banjir semua di daerah rumahku,eyewitness
Sekarang banjir ,eyewitness
Fix sih langsung banjir ,eyewitness
Biasanya pagi minggu jam segini nyapu halaman tapi lagi banjir ,eyewitness
Sibuk ngurus perabut rumah yg banjir coy maka ny gk ad waktu buat ingat hari sma tanggal wkwk,eyewitness
Rumah saye dah banjir dah,eyewitness
berasa banjir,eyewitness
gue kena banjir ,eyewitness
Bangun banjir lagi coy ,eyewitness
maap masih banjir jd gabisa tidur ,eyewitness
langsung banjir ,eyewitness
Awas banjir,eyewitness
BANJIR LAGI,eyewitness
BANJIR BANDANG,eyewitness
Banjir bandang rumahku,eyewitness
udah banjir Mel ,eyewitness
Bct u daerah aq banjir,eyewitness
iy nih kelelep banjir,eyewitness
Rawan bencana udah banjir gini gimana dong ,eyewitness
Dah banjir kaka ,eyewitness
Ijin bos hari ini sy tidak masuk kerja karena terhalang banjir ,eyewitness
Update terkini sekarang banjir bandang kak ,eyewitness
astg banjir lgi ,eyewitness
Banjir dah ,eyewitness
Iya kolong semanggi juga banjir,eyewitness
Pepagi dah banjir tengok ni ,eyewitness
Sedih liat banjir yang makin parah ,eyewitness
HIKS BANJIR ,eyewitness
Untuk pertama kalinya koga bisa banjir separah ini ,eyewitness
Jakarta Banjir lagi ,eyewitness
Pengen ngejokes tentang banjir tapi desa sy juga kebanjiran SAATTT ,eyewitness
 banjir di Pasuruan Kota sudah selutut ,eyewitness
Air banjir jam segini ternyata dingin ,eyewitness
ada aja jam segini ngepel garasi banjir yaudadehyaa,eyewitness
Demi Allah baru bangun gegara banjir,eyewitness
Banjir bandang,eyewitness
Banjir banjir banjir jakarta tenggelam,eyewitness
Dah banjir ini mah meter,eyewitness
Banjir ,eyewitness
Ujan lage Potensi banjir lagi Pdhal baru bersihin rumah dr lumpur,eyewitness
Depan rmh w hari dah banjir cong,eyewitness
hujan lagi banjir saudara,eyewitness
banjir lagee smpe pagar e ambruk ,eyewitness
TAKUT TIBA TIBA BANJIR,eyewitness
tv gua rusak gara gara banjir,eyewitness
pagi pagi udah banjir banjiran aja,eyewitness
ruma gw banjir,eyewitness
Pagi kosan udah banjir Ah ,eyewitness
Baru ujan smono langsung banjir,eyewitness
Di desa sebelah sini malah udah banjir mbak ,eyewitness
Parah bgt banjir nya yatuhannn ,eyewitness
Pas hujan ribet sendiri ngangkat sofa keburu banjir ,eyewitness
Banjir terparah sepanjang tinggal di FG jam pagiii April ,eyewitness
BANJIR DAH,eyewitness
Baju kuyup Lantai Banjir ,eyewitness
deras bgt hujannya ya allah semoga ga banjir ya,eyewitness
banjir dah sini ,eyewitness
Banjirr Banjir Wkwkwk ,eyewitness
Semarang kaline banjir,eyewitness
hujan diluar banjir di dalam,eyewitness
sana pel lantai dulu udah banjir tadi,eyewitness
banjir ,eyewitness
Yaelah segala banjir lagi ni komplek,eyewitness
Baru mo tdr eh ujan Semoga ga pake banjir Amin,eyewitness
Banjir juga ,eyewitness
Awas banjir,eyewitness
Kan hujaan Depan rumah kan banjir tadi ,eyewitness
Pacitan kaLine banjir,eyewitness
Ihh tempat gw ga banjir lah yaw,eyewitness
Ancur gara gara banjir wkwk,eyewitness
Meja belajar hancur gara gara banjir ,eyewitness
jakarta banjir lagi gaess,eyewitness
BANJIR ,eyewitness
kalo banjir gimana az ,eyewitness
Banjir pastinya ,eyewitness
Banjir depan rumah malah ga renang,eyewitness
Awas banjir,eyewitness
lagi di posko korban banjir dari sungai ciliwung,eyewitness
Mojokerto isok banjir ,eyewitness
banjir kan ini juga kayanya sekarang,eyewitness
Jakarta banjir lagi ,eyewitness
BANJIR ,eyewitness
Sama dhe banjir juga wkwkw,eyewitness
Sampang yg banjir lagi mah,eyewitness
Yaa Allah ujian banjir itu datang lagi ,eyewitness
Muara angke banjir nih ,eyewitness
Banjir malam ni ,eyewitness
Hm banjir lagi,eyewitness
Awas banjir,eyewitness
Aw awas banjir,eyewitness
dah banjir ka,eyewitness
Awas banjir,eyewitness
Iya chi takut banjir,eyewitness
Ini hujan semoga gak banjir plis,eyewitness
Hujan derassss dan bikin banjir,eyewitness
takut ujannya lama trs banjir,eyewitness
Ujannya gede bgt gue takut banjir,eyewitness
Sini banjir mba ,eyewitness
Banjir dah nih kamar,eyewitness
Nanti lagi banjir ,eyewitness
Udah banjir aja nii,eyewitness
Kalo ujan sampe pagi fix banjir,eyewitness
Ujan gede bgt jgn sampe banjir yaAllah,eyewitness
Bismillah semoga ga banjir,eyewitness
huaaa banjir dah banjir,eyewitness
Aa jakarta banjir tuh,eyewitness
ughh banjir,eyewitness
banjir subuh ,eyewitness
Setengah pagi hujan besok tau banjir kelun,eyewitness
Njir banjir,eyewitness
iya ni banjir,eyewitness
Maharta banjir ,eyewitness
banjir trs lagi ngungsi wkwk abisan gak pake sendal,eyewitness
rumah gua masih ketutup banjir jd susah wkwkwk,eyewitness
daerah eta mah banjir wae,eyewitness
Yahh kaan banjir kaa inimahh,eyewitness
sumpah ini banjir,eyewitness
Banjir selutut,eyewitness
Ujan deres bgt takut banjir huhu,eyewitness
Baju sd ku dh hanyut kena banjir wkwk,eyewitness
ini klo di kos beneran dh banjir kamar kos,eyewitness
Santuy tau banjir,eyewitness
udah banjir ,eyewitness
banjir rumahku huhu,eyewitness
yah banjir ,eyewitness
seneng bgt hari ini banjir,eyewitness
Banjir banjir,eyewitness
Deres banget smpai sungai deket rumah ku banjir,eyewitness
Ciyusan deh baru kali ini lingkungan rumah gw banjir ,eyewitness
Lamongan aja dah banjir ,eyewitness
nggak ujan tapi banjir,eyewitness
cape bat astaga gegara banjir ,eyewitness
Lagi banjir ,eyewitness
Mau main banjir banjiran,eyewitness
depok kena banjir wakaka,eyewitness
Depok Bekasi juga banjir,eyewitness
banjir dah,eyewitness
Atiati banjir,eyewitness
banjir weh banjir,eyewitness
Banjir ,eyewitness
jakarta banjir nisssss piye nissss,eyewitness
depan sekolah banjir mlu ,eyewitness
Lagi pengen main banjir ci WKWKWK,eyewitness
Awas banjir,eyewitness
seumur umur baru kli ini ngerasain banjir,eyewitness
toll nya banjir ges ,eyewitness
Banjir lagi banjir lagi ,eyewitness
Banjir dahh,eyewitness
BANJIR PARAH BANGET MACETNYA ,eyewitness
anjay banjir ,eyewitness
hari ini hujan sederes apa sih kok pada banjir ,eyewitness
RUMAH AK UDAH BANJIR,eyewitness
awas banjir,eyewitness
Banjir woii ,eyewitness
Banjir naaah ,eyewitness
tiati banjir,eyewitness
Rumahku banjir,eyewitness
banjir sudah,eyewitness
sunter banjir klo ujan ,eyewitness
Banjir deh banjir,eyewitness
Sumpah ya rumah gua udh banjir,eyewitness
demak banjir,eyewitness
Banjir bun,eyewitness
Banjir makin tinggi,eyewitness
disini banjir,eyewitness
Sungai Kapuas pasang besar sampe sekolah banjir ,eyewitness
Dahh banjir gimana dong,eyewitness
Bekasinya juga banjir,eyewitness
Ditempat yg ga banjir lah,eyewitness
allhamdullilah di kasih bantuan untuk korban banjir ,eyewitness
Awas banjir bang,eyewitness
Bangun tidur turun dari kasur ko kaki jadi basah E lupa kalo masih banjir,eyewitness
Astaga Serius banjir ,eyewitness
Pada banjir astaga,eyewitness
Anjay banjir smpe meluap,eyewitness
Jakarta banjir ,eyewitness
Tanggul jebol lagi plus banjir kiriman dari desa sebelah oh oh,eyewitness
Ga banjir d sni wkwk,eyewitness
WKWKWKWK lantainya banjir lagi dong,eyewitness
Banjir kak disini ,eyewitness
Banjir lagiiiii ,eyewitness
Banjir banjir,eyewitness
Aku smlem kejebak banjir,eyewitness
Kmrin mlm hujan brp lama sih Kok pada banjir,eyewitness
dah banjir malah,eyewitness
banjir tuh,eyewitness
BANJIR ,eyewitness
Banjir kamar,eyewitness
Banjir yak ,eyewitness
BANJIR DEHHH,eyewitness
Kamarny banjir,eyewitness
Volume banjir terus bertambah ,eyewitness
BANJIR YA,eyewitness
Hari ini depok banjir dan semuuuuuuuaaanya macettt Ada apaa ini ada apa depok se gak pernah banjir itu loh ,eyewitness
BANJIR YAKKKK,eyewitness
Y BANJIR KAMAR GUE,eyewitness
BANJIR ,eyewitness
AYOK UDAH BANJIR AKU YAALLAH,eyewitness
Pagi pagi banjir ,eyewitness
Banjir apakah luapan dr kali Lamong Sby hujannya tadi mlm,eyewitness
Hajar hahaha Cikadut banjir euy ,eyewitness
Iya pasuruan banjir semalem hujan deres trs,eyewitness
Pagi mau banjir ,eyewitness
Ih daerah rumahku banjir gaiss,eyewitness
Lho jakarta banjir lagi ya,eyewitness
Aman yo cuk ga banjir ,eyewitness
Laah Kok malah banjir Jangan dong,eyewitness
Hujan dari tadi ga berhenti klo dijakarta udah banjir dimana nih,eyewitness
yaallah capek bersi kalo banjir lagi ,eyewitness
banjir lagi deh,eyewitness
Banjir kmren ujan deres,eyewitness
Awas banjir,eyewitness
sudah banjir kena virus,eyewitness
Hujannya jangan deras dongggg kamarku banjir ntar,eyewitness
fuhh area rumah aku banjir pulaksss,eyewitness
Gak cuma mati lampu tapi banjir juga,eyewitness
Banjir Desa Bukit Segoler mulai surut ,non-eyewitness
Dah banjir dah rumah nenek kitaa Cemana nak pergi sana ni ,non-eyewitness
Berkah banjir today sunter lancar jaya Wohiooo,non-eyewitness
Assalamualaikum Selamat Pagi Banjir Air naik dengan perlahan ,non-eyewitness
Hujan Seharian Aceh Barat Daya Dilanda Banjir ,non-eyewitness
Terima kasih amin takpe doakan supaya tak banjir,non-eyewitness
Pendangkalan sungai menjadi salah satu penyebab banjir di Bekasi ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir Hujan deras membuat sejumlah rumah di Depok Terendam Banjir,non-eyewitness
Buku dan Seragam Hanyut Terbawa Banjir Siswa SD Solok Selatan Menangis di Depan Guru ,non-eyewitness
Longsor dan Banjir Gunung Geurutee Agt ,non-eyewitness
